350,10000
100,1000
120,10000
120,1500
30,10000
80,2000
200,10000
130,1200
70,10000
140,1000
70,10000
100,1500
180,10000
110,1000
50,10000
140,800
110,10000
140,900
190,10000
250,1000
140,10000
120,1200
190,10000
130,1000
