350,200
300,50
500,100
500,10
50,100
50,80
400,80
700,30
400,80
600,10
50,100
50,80
400,80
50,80
50,250
600,30
400,80
50,80
50,100
500,30
50,100
50,80
400,80
50,80
50,100
500,30
50,100
50,80
600,30
400,30
150,350
400,300
250,1150
900,450
50,1950
250,1850
400,1750
50,1350
100,1550
50,1350
50,1950
